GO:0000016	EC:3.2.1.108	LACTASE-RXN
GO:0030798	EC:2.1.1.144	RXN0-2441
GO:0030848	EC:4.3.1.16	4.3.1.16-RXN
GO:0031132	EC:1.1.1.276	RXN0-2201
GO:0031172	NA	RXN-11128
GO:0031176	EC:3.2.1.8	3.2.1.8-RXN
GO:0031216	EC:3.2.1.135	3.2.1.135-RXN
GO:0031217	EC:3.2.1.74	3.2.1.74-RXN
GO:0031218	EC:3.2.1.89	3.2.1.89-RXN
GO:0031219	EC:3.2.1.65	3.2.1.65-RXN
GO:0031220	NA	RXN0-5182
GO:0031299	EC:2.6.1.77	TAURINE-AMINOTRANSFERASE-RXN
GO:0032001	EC:2.4.1.24	2.4.1.24-RXN
GO:0032049	NA	PWY-5269
GO:0032115	EC:1.1.1.289	1.1.1.289-RXN
GO:0032324	NA	Molybdenum-Cofactor-Biosynthesis
GO:0032428	EC:3.2.1.53	3.2.1.53-RXN
GO:0032441	NA	RXN-7740
GO:0032450	EC:3.2.1.20	RXN-2141
GO:0032542	EC:1.8.98.2	1.8.98.2-RXN
GO:0032866	NA	RXN-8773
GO:0032867	NA	RXN-8772
GO:0033094	EC:2.6.1.82	2.6.1.82-RXN
GO:0033164	EC:2.4.1.232	2.4.1.232-RXN
GO:0033188	EC:2.7.8.27	2.7.8.27-RXN
GO:0033196	NA	1.11.1.15-RXN
GO:0033237	EC:1.1.1.146	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN
GO:0033250	NA	BETA-LACTAMASE-RXN
GO:0033251	NA	BETA-LACTAMASE-RXN
GO:0033261	NA	SALVPURINE2-PWY
GO:0033264	EC:3.4.24.69	3.4.24.69-RXN
GO:0033303	NA	PWY-5321
GO:0033307	NA	PWY-5107
GO:0033310	NA	PWY-5098
GO:0033311	NA	PWY-5086
GO:0033312	NA	PWY-5064
GO:0033317	NA	PANTO-PWY
GO:0033318	NA	PWY-3961
GO:0033320	NA	PWY-4821
GO:0033322	NA	PWY-1186
GO:0033323	NA	PWY-4762
GO:0033324	NA	PWY-4762
GO:0033325	NA	PWY-4762
GO:0033330	NA	PWY-5320
GO:0033332	NA	PWY-5035
GO:0033345	NA	ASPARAGINE-DEG1-PWY
GO:0033346	NA	PWY-4002
GO:0033352	NA	PWY-5113
GO:0033353	NA	PWY-5041
GO:0033354	NA	PWY-5068
GO:0033355	NA	PWY-2261
GO:0033358	NA	PWY-82
GO:0033359	NA	DAPLYSINESYN-PWY
GO:0033360	NA	PWY-2941
GO:0033361	NA	PWY-2942
GO:0033362	NA	PWY-5097
GO:0033384	NA	PWY-5122
GO:0033386	NA	PWY-5121
GO:0033393	NA	PWY-1081
GO:0033394	NA	PWY-3981
GO:0033395	NA	PWY-3941
GO:0033396	NA	PWY-3982
GO:0033465	NA	PWY-2781
GO:0033466	NA	PWY-2681
GO:0033468	NA	PWY-5111
GO:0033470	NA	PWY-5034
GO:0033472	NA	PWY-5115
GO:0033475	NA	PWY-1782
GO:0033476	NA	PWY-1741
GO:0033478	NA	PWY-3261
GO:0033480	NA	PWY-4
GO:0033485	NA	PWY-5125
GO:0033486	NA	PWY-5153
GO:0033487	NA	PWY-5125
GO:0033488	NA	PWY66-3
GO:0033489	NA	PWY66-4
GO:0033490	NA	PWY66-341
GO:0033491	NA	PWY-116
GO:0033493	NA	PWY-5349
GO:0033495	NA	PWY-5168
GO:0033497	NA	PWY-5168
GO:0033498	NA	GALDEG-PWY
GO:0033499	NA	PWY-3821
GO:0033506	NA	PWY-1187
GO:0033507	NA	PWY-2821
GO:0033508	NA	PWY-5087
GO:0033509	NA	PWY-5088
GO:0033511	NA	PWY-5060
GO:0033512	NA	LYSINE-DEG1-PWY
GO:0033513	NA	PWY-5280
GO:0033514	NA	PWY-5283
GO:0033515	NA	PWY-5298
GO:0033516	NA	PWY-702
GO:0033518	NA	PWY-4781
GO:0033521	NA	PWY-5063
GO:0033525	NA	PWY-3301
GO:0033526	NA	PWY-5188
GO:0033527	NA	PWY-5189
GO:0033528	NA	PWY-5441
GO:0033532	NA	PWY-5337
GO:0033537	NA	PWY-5342
GO:0033538	NA	PWY-5343
GO:0033539	NA	FAO-PWY
GO:0033540	NA	PWY-5136
GO:0033541	NA	PWY-5137
GO:0033542	NA	PWY-5138
GO:0033545	NA	PWY-6555
GO:0033546	NA	PWY-6554
GO:0033547	NA	PWY-4541
GO:0033548	NA	PWY-4661
GO:0033559	NA	PWY-782
GO:0033584	NA	PWY-3461
GO:0033585	NA	PHESYN
GO:0033586	NA	PWY-3462
GO:0033608	EC:2.8.3.16	RXN0-1382
GO:0033701	EC:1.1.1.186	DTDP-GALACTOSE-6-DEHYDROGENASE-RXN
GO:0033702	EC:1.1.1.275	RXN-9397
GO:0033703	EC:1.1.1.277	1.1.1.277-RXN
GO:0033704	EC:1.1.1.278	1.1.1.278-RXN
GO:0033705	EC:1.1.1.281	GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN
GO:0033707	EC:1.1.1.285	1.1.1.285-RXN
GO:0033708	EC:1.1.1.286	RXN-7969
GO:0033709	NA	RXN-7972
GO:0033711	EC:1.1.1.290	ERYTHRON4PDEHYDROG-RXN
GO:0033712	EC:1.1.1.292	1.1.1.292-RXN
GO:0033713	EC:1.1.3.17	CHOLINE-OXIDASE-RXN
GO:0033714	EC:1.1.3.18	SECONDARY-ALCOHOL-OXIDASE-RXN
GO:0033715	EC:1.1.3.28	NUCLEOSIDE-OXIDASE-RXN
GO:0033716	EC:1.1.3.39	1.1.3.39-RXN
GO:0033717	EC:1.1.99.3	GLUCONATE-2-DEHYDROGENASE-RXN
GO:0033718	EC:1.1.99.29	RXN-7966
GO:0033719	EC:1.1.99.30	1.1.99.30-RXN
GO:0033720	EC:1.1.99.31	MANDELATE-OXY-RXN
GO:0033721	EC:1.2.1.4	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
GO:0033722	EC:1.2.1.15	MALONATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
GO:0033726	EC:1.2.7.5	1.2.7.5-RXN
GO:0033727	EC:1.2.99.7	CARBOXYLATE-REDUCTASE-RXN
GO:0033728	EC:1.3.1.75	RXN-5286
GO:0033729	EC:1.3.1.77	1.3.1.77-RXN
GO:0033730	EC:1.3.1.78	1.3.1.78-RXN
GO:0033731	EC:1.3.1.79	1.3.1.79-RXN
GO:0033732	EC:1.3.3.11	1.3.3.11-RXN
GO:0033735	EC:1.4.1.21	1.4.1.21-RXN
GO:0033736	EC:1.4.3.20	1.4.3.20-RXN
GO:0033737	EC:1.2.1.19	1.5.1.35-RXN
GO:0033738	EC:1.5.7.1	RXN-5061
GO:0033739	EC:1.7.1.13	RXN0-4022
GO:0033740	EC:1.7.99.8	1.7.99.8-RXN
GO:0033741	EC:1.8.4.9	1.8.4.9-RXN
GO:0033743	EC:1.8.4.12	1.8.4.12-RXN
GO:0033744	EC:1.8.4.13	1.8.4.13-RXN
GO:0033745	EC:1.8.4.14	1.8.4.14-RXN
GO:0033748	EC:1.12.99.6	RXN0-5256
GO:0033751	EC:1.13.11.44	1.13.11.44-RXN
GO:0033754	EC:1.13.11.52	RXN-8665
GO:0033755	EC:1.13.11.55	1.13.11.55-RXN
GO:0033756	EC:1.13.12.13	RXN-3361
GO:0033757	EC:1.1.99.13	GLUCOSIDE-3-DEHYDROGENASE-RXN
GO:0033758	EC:1.14.11.21	1.14.11.21-RXN
GO:0033759	EC:1.14.11.22	RXN-8000
GO:0033760	EC:1.14.11.24	1.14.11.24-RXN
GO:0033761	EC:1.14.11.25	RXN-7982
GO:0033763	EC:1.14.11.28	1.14.11.28-RXN
GO:0033766	EC:1.14.13.61	1.14.13.61-RXN
GO:0033767	EC:1.14.13.84	1.14.13.84-RXN
GO:0033769	EC:1.14.13.85	2.5.1.36-RXN
GO:0033770	EC:1.14.13.86	RXN-7750
GO:0033771	EC:1.14.13.87	1.14.13.87-RXN
GO:0033772	EC:1.14.13.88	RXN-8671
GO:0033773	EC:1.14.13.89	ISOFLAVONE-2-HYDROXYLASE-RXN
GO:0033775	EC:1.14.13.91	1.14.13.91-RXN
GO:0033776	EC:1.14.13.92	1.14.13.92-RXN
GO:0033777	EC:1.14.13.94	1.14.13.94-RXN
GO:0033778	EC:1.14.13.95	1.14.13.95-RXN
GO:0033779	EC:1.14.13.96	1.14.13.96-RXN
GO:0033780	EC:1.14.13.97	RXN-7977
GO:0033781	EC:1.14.13.98	1.14.13.98-RXN
GO:0033782	EC:1.14.13.99	1.14.13.99-RXN
GO:0033783	EC:1.14.13.100	RXN-7981
GO:0033784	EC:1.14.13.101	1.14.13.101-RXN
GO:0033785	NA	RXN0-4341
GO:0033786	NA	RXN0-4342
GO:0033787	EC:1.16.1.6	1.6.99.12-RXN
GO:0033788	EC:1.17.1.3	RXN-1484
GO:0033789	EC:1.17.5.1	1.17.5.1-RXN
GO:0033791	EC:1.17.99.3	1.17.99.3-RXN
GO:0033792	EC:1.17.99.5	RXN-8659
GO:0033796	EC:1.97.1.3	RXN-8269
GO:0033797	EC:1.97.1.9	RXN0-2101
GO:0033798	EC:1.97.1.11	1.97.1.11-RXN
GO:0033799	EC:2.1.1.149	RXN-8451
GO:0033800	EC:2.1.1.150	RXN-6241
GO:0033801	EC:2.1.1.153	RXN-4981
GO:0033802	EC:2.1.1.154	RXN-3501
GO:0033803	EC:2.1.1.155	2.1.1.155-RXN
GO:0033807	EC:2.3.1.119	ICOSANOYL-COA-SYNTHASE-RXN
GO:0033808	EC:2.3.1.170	RXN-3142
GO:0033809	EC:2.3.1.171	2.3.1.171-RXN
GO:0033810	EC:2.3.1.172	2.3.1.172-RXN
GO:0033811	EC:2.3.1.173	2.3.1.173-RXN
GO:0033812	EC:2.3.1.174	RXN-3641
GO:0033813	EC:2.3.1.175	2.3.1.175-RXN
GO:0033814	EC:2.3.1.176	2.3.1.176-RXN
GO:0033815	EC:2.3.1.177	2.3.1.177-RXN
GO:0033816	EC:2.3.1.178	R102-RXN
GO:0033817	EC:2.3.1.179	2.3.1.179-RXN
GO:0033818	EC:2.3.1.180	2.3.1.180-RXN
GO:0033819	EC:2.3.1.181	RXN0-947
GO:0033820	EC:2.4.1.26	2.4.1.26-RXN
GO:0033821	EC:2.4.1.27	2.4.1.27-RXN
GO:0033822	EC:2.4.1.28	2.4.1.28-RXN
GO:0033823	EC:2.4.1.66	PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN
GO:0033824	EC:2.4.1.140	2.4.1.140-RXN
GO:0033825	EC:2.4.1.161	2.4.1.161-RXN
GO:0033826	EC:2.4.1.168	2.4.1.168-RXN
GO:0033827	EC:2.4.1.197	2.4.1.197-RXN
GO:0033828	EC:2.4.1.213	2.4.1.213-RXN
GO:0033829	EC:2.4.1.222	2.4.1.222-RXN
GO:0033831	EC:2.4.1.230	2.4.1.230-RXN
GO:0033832	NA	RXN-4441
GO:0033833	NA	RXN-10738
GO:0033834	EC:2.4.1.234	2.4.1.234-RXN
GO:0033835	EC:2.4.1.236	RXN-9699
GO:0033836	EC:2.4.1.237	2.4.1.237-RXN
GO:0033837	EC:2.4.1.238	2.4.1.238-RXN
GO:0033838	EC:2.4.1.239	2.4.1.239-RXN
GO:0033839	EC:2.4.1.240	2.4.1.240-RXN
GO:0033840	EC:2.4.1.242	2.4.1.242-RXN
GO:0033841	EC:2.4.1.243	2.4.1.243-RXN
GO:0033842	EC:2.4.1.244	2.4.1.244-RXN
GO:0033843	EC:2.4.2.39	2.4.2.39-RXN
GO:0033844	EC:2.5.1.5	2.5.1.5-RXN
GO:0033846	EC:2.5.1.63	2.5.1.63-RXN
GO:0033847	EC:2.5.1.65	2.5.1.65-RXN
GO:0033848	EC:2.5.1.66	2.5.1.66-RXN
GO:0033849	EC:2.5.1.67	2.5.1.67-RXN
GO:0033850	EC:2.5.1.68	2.5.1.68-RXN
GO:0033851	EC:2.5.1.69	2.5.1.69-RXN
GO:0033852	EC:2.6.1.26	THYROID-HORMONE-AMINOTRANSFERASE-RXN
GO:0033853	EC:2.6.1.78	PREPHENATE-ASP-TRANSAMINE-RXN
GO:0033854	EC:2.6.1.79	PREPHENATE-TRANSAMINE-RXN
GO:0033855	EC:2.6.1.80	2.6.1.80-RXN
GO:0033856	EC:2.6.99.2	PDXJ-RXN
GO:0033858	EC:2.7.1.157	2.7.1.157-RXN
GO:0033862	EC:2.7.4.22	2.7.4.22-RXN
GO:0033863	EC:2.7.4.23	2.7.4.23-RXN
GO:0033867	EC:2.7.11.8	2.7.11.8-RXN
GO:0033868	EC:2.7.11.9	2.7.11.9-RXN
GO:0033870	EC:2.8.2.16	THIOL-SULFOTRANSFERASE-RXN
GO:0033871	EC:2.8.2.29	2.8.2.29-RXN
GO:0033872	EC:2.8.2.30	2.8.2.30-RXN
GO:0033873	EC:2.8.2.31	2.8.2.31-RXN
GO:0033874	EC:2.8.2.32	2.8.2.32-RXN
GO:0033876	EC:2.8.2.34	2.8.2.34-RXN
GO:0033877	EC:2.8.3.15	RXN-864
GO:0033878	EC:3.1.1.79	TRIACYLGLYCEROL-LIPASE-RXN
GO:0033879	EC:3.1.1.80	RXN-8653
GO:0033880	EC:3.1.2.25	3.1.2.25-RXN
GO:0033881	EC:3.1.2.26	BACOAHYDRO-RXN
GO:0033882	EC:3.1.2.27	3.1.2.27-RXN
GO:0033883	EC:3.1.3.74	3.1.3.74-RXN
GO:0033885	EC:3.1.3.76	3.1.3.76-RXN
GO:0033886	EC:3.1.6.7	3.1.6.7-RXN
GO:0033887	EC:3.1.6.9	CHONDRO-4-SULFATASE-RXN
GO:0033888	EC:3.1.6.10	CHONDRO-6-SULFATASE-RXN
GO:0033889	EC:3.1.6.15	3.1.6.15-RXN
GO:0033890	EC:3.1.13.5	3.1.13.5-RXN
GO:0033891	EC:3.1.21.6	3.1.21.6-RXN
GO:0033892	EC:3.1.25.1	3.1.25.1-RXN
GO:0033893	EC:3.1.26.6	3.1.26.6-RXN
GO:0033894	EC:3.1.26.7	3.1.26.7-RXN
GO:0033896	EC:3.1.26.10	3.1.26.10-RXN
GO:0033897	EC:3.1.27.1	3.1.27.1-RXN
GO:0033898	EC:3.1.27.2	3.1.27.2-RXN
GO:0033899	EC:3.1.27.4	3.1.27.4-RXN
GO:0033900	EC:3.1.27.7	3.1.27.7-RXN
GO:0033901	EC:3.1.27.8	3.1.27.8-RXN
GO:0033902	EC:3.1.27.10	3.1.27.10-RXN
GO:0033903	EC:3.2.1.6	3.2.1.6-RXN
GO:0033904	EC:3.2.1.11	3.2.1.11-RXN
GO:0033905	EC:3.2.1.32	3.2.1.32-RXN
GO:0033906	EC:3.2.1.36	3.2.1.36-RXN
GO:0033907	EC:3.2.1.38	3.2.1.38-RXN
GO:0033908	EC:3.2.1.43	3.2.1.43-RXN
GO:0033909	EC:3.2.1.44	3.2.1.44-RXN
GO:0033910	EC:3.2.1.60	3.2.1.60-RXN
GO:0033911	EC:3.2.1.61	3.2.1.61-RXN
GO:0033912	EC:3.2.1.64	3.2.1.64-RXN
GO:0033913	EC:3.2.1.71	3.2.1.71-RXN
GO:0033914	EC:3.2.1.72	3.2.1.72-RXN
GO:0033915	EC:3.2.1.77	3.2.1.77-RXN
GO:0033917	EC:3.2.1.82	3.2.1.82-RXN
GO:0033918	EC:3.2.1.83	3.2.1.83-RXN
GO:0033919	EC:3.2.1.84	3.2.1.84-RXN
GO:0033920	EC:3.2.1.85	6-PHOSPHO-BETA-GALACTOSIDASE-RXN
GO:0033921	EC:3.2.1.87	3.2.1.87-RXN
GO:0033922	EC:3.2.1.92	3.2.1.92-RXN
GO:0033923	EC:3.2.1.94	3.2.1.94-RXN
GO:0033924	EC:3.2.1.95	3.2.1.95-RXN
GO:0033925	EC:3.2.1.96	3.2.1.96-RXN
GO:0033926	EC:3.2.1.97	3.2.1.97-RXN
GO:0033927	EC:3.2.1.98	3.2.1.98-RXN
GO:0033928	EC:3.2.1.100	3.2.1.100-RXN
GO:0033929	EC:3.2.1.102	3.2.1.102-RXN
GO:0033930	EC:3.2.1.103	3.2.1.103-RXN
GO:0033931	EC:3.2.1.109	3.2.1.109-RXN
GO:0033932	EC:3.2.1.111	3.2.1.111-RXN
GO:0033933	EC:3.2.1.115	3.2.1.115-RXN
GO:0033934	EC:3.2.1.116	3.2.1.116-RXN
GO:0033935	EC:3.2.1.120	3.2.1.120-RXN
GO:0033936	EC:3.2.1.121	3.2.1.121-RXN
GO:0033937	EC:3.2.1.124	3.2.1.124-RXN
GO:0033938	EC:3.2.1.127	3.2.1.127-RXN
GO:0033939	EC:3.2.1.131	3.2.1.131-RXN
GO:0033940	EC:3.2.1.136	3.2.1.136-RXN
GO:0033941	EC:3.2.1.137	3.2.1.137-RXN
GO:0033942	EC:3.2.1.141	3.2.1.141-RXN
GO:0033943	EC:3.2.1.145	3.2.1.145-RXN
GO:0033944	EC:3.2.1.146	3.2.1.146-RXN
GO:0033945	EC:3.2.1.150	3.2.1.150-RXN
GO:0033946	EC:3.2.1.151	3.2.1.151-RXN
GO:0033947	EC:3.2.1.152	3.2.1.152-RXN
GO:0033948	EC:3.2.1.153	3.2.1.153-RXN
GO:0033949	EC:3.2.1.154	3.2.1.154-RXN
GO:0033950	EC:3.2.1.155	3.2.1.155-RXN
GO:0033951	EC:3.2.1.156	3.2.1.156-RXN
GO:0033952	EC:3.2.1.157	3.2.1.157-RXN
GO:0033953	EC:3.2.1.158	3.2.1.158-RXN
GO:0033954	EC:3.2.1.159	3.2.1.159-RXN
GO:0033956	EC:3.2.1.161	RXN-9156
GO:0033957	EC:3.2.1.162	3.2.1.162-RXN
GO:0033958	EC:3.2.2.15	3.2.2.15-RXN
GO:0033959	EC:3.2.2.17	3.2.2.17-RXN
GO:0033960	EC:3.2.2.25	RXN-7597
GO:0033961	EC:3.3.2.9	3.3.2.9-RXN
GO:0033963	EC:3.3.2.11	RXN-8651
GO:0033964	EC:3.5.1.69	3.5.1.69-RXN
GO:0033965	EC:3.5.1.70	3.5.1.70-RXN
GO:0033966	NA	3.5.1.91-RXN
GO:0033968	EC:3.5.1.93	3.5.1.93-RXN
GO:0033969	EC:3.5.1.94	RXN0-3942
GO:0033970	EC:3.5.1.95	3.5.1.95-RXN
GO:0033971	EC:3.5.2.17	3.5.2.17-RXN
GO:0033972	EC:3.5.3.22	3.5.3.22-RXN
GO:0033973	EC:3.5.4.30	3.5.4.30-RXN
GO:0033974	EC:3.6.1.24	3.6.1.24-RXN
GO:0033975	EC:3.8.1.9	3.8.1.9-RXN
GO:0033976	EC:3.8.1.10	3.8.1.10-RXN
GO:0033977	EC:3.8.1.11	3.8.1.11-RXN
GO:0033978	EC:3.11.1.3	3.11.1.3-RXN
GO:0033980	EC:4.1.1.82	4.1.1.82-RXN
GO:0033981	EC:4.1.1.84	4.1.1.84-RXN
GO:0033982	EC:4.1.1.85	RXN0-705
GO:0033983	EC:4.1.1.86	4.1.1.86-RXN
GO:0033984	EC:4.1.2.8	RXN0-2381
GO:0033987	EC:4.2.1.105	RXN-3284
GO:0033988	EC:4.2.1.106	4.2.1.106-RXN
GO:0033989	EC:4.2.1.107	4.2.1.107-RXN
GO:0033990	EC:4.2.1.108	R103-RXN
GO:0033991	EC:4.2.1.110	4.2.1.110-RXN
GO:0033992	EC:4.2.1.111	4.2.1.111-RXN
GO:0033994	EC:4.2.2.14	4.2.2.14-RXN
GO:0033995	EC:4.2.2.15	4.2.2.15-RXN
GO:0033996	EC:4.2.2.16	4.2.2.16-RXN
GO:0033997	EC:4.2.2.17	4.2.2.17-RXN
GO:0033998	EC:4.2.2.18	4.2.2.18-RXN
GO:0033999	EC:4.2.2.19	4.2.2.19-RXN
GO:0034000	EC:4.2.2.20	4.2.2.20-RXN
GO:0034001	EC:4.2.2.21	4.2.2.21-RXN
GO:0034002	EC:4.2.3.20	4.2.3.20-RXN
GO:0034003	EC:4.2.3.21	RXN-4823
GO:0034004	EC:4.2.3.22	RXN-8648
GO:0034005	EC:4.2.3.23	4.2.3.23-RXN
GO:0034006	EC:4.2.3.24	RXN-8046
GO:0034007	EC:4.2.3.25	4.2.3.25-RXN
GO:0034008	EC:4.2.3.26	4.2.3.26-RXN
GO:0034009	EC:4.2.3.27	4.2.3.27-RXN
GO:0034010	EC:4.4.1.24	4.4.1.24-RXN
GO:0034011	EC:4.4.1.25	4.4.1.25-RXN
GO:0034013	EC:4.99.1.5	4.99.1.5-RXN
GO:0034015	EC:5.1.3.22	LXULRU5P-RXN
GO:0034016	EC:5.3.3.13	5.3.3.13-RXN
GO:0034017	EC:5.3.3.14	5.3.3.14-RXN
GO:0034018	EC:5.3.3.15	5.3.3.15-RXN
GO:0034020	EC:5.3.99.9	RXN1F-155
GO:0034022	EC:5.4.4.3	5.4.4.3-RXN
GO:0034023	EC:5.4.99.18	5.4.99.18-RXN
GO:0034024	EC:6.3.1.11	RXN0-3901
GO:0034025	EC:6.3.1.12	6.3.1.12-RXN
GO:0034026	EC:6.3.2.28	6.3.2.28-RXN
GO:0034027	EC:6.3.3.4	6.3.3.4-RXN
GO:0034028	EC:6.3.4.18	RXN0-742
GO:0034029	EC:6.4.1.7	RXN-8457
GO:0034038	EC:2.5.1.46	2.5.1.46-RXN
GO:0034074	NA	RXN-9664
GO:0034079	NA	P125-PWY
GO:0034194	NA	GALACTCAT-PWY
GO:0034195	NA	GALACTCAT-PWY
GO:0034200	NA	RXN0-4361
GO:0034256	EC:1.1.1.294	RXN-7678
GO:0034277	EC:4.2.3.28	RXN-4881
GO:0034278	EC:4.2.3.33	RXN-4882
GO:0034279	EC:4.2.3.35	RXN-4883
GO:0034280	EC:4.2.3.29	RXN-4884
GO:0034282	EC:4.2.3.30	RXN-7788
GO:0034283	EC:4.2.3.34	RXN-9291
GO:0034317	NA	RXN-8443
GO:0034386	NA	GABATRANSAM-RXN
GO:0034387	NA	RXN-6902
GO:0034417	EC:3.1.3.80	RXN-11102
GO:0034480	EC:3.1.4.3	PHOSPHOLIPASE-C-RXN
GO:0034485	NA	RXN-10036
GO:0034547	NA	RXN-8018
GO:0034548	NA	RXN-8019
GO:0034549	NA	RXN-8020
GO:0034557	NA	RXN-8848
GO:0034597	EC:3.1.3.66	3.1.3.66-RXN
GO:0034602	NA	2OXOGLUTARATEDEH-RXN
GO:0034604	NA	PYRUVDEH-RXN
GO:0034700	NA	RXN0-304
GO:0034701	NA	3.4.11.4-RXN
GO:0034722	EC:3.4.19.9	3.4.19.9-RXN
GO:0034736	EC:2.3.1.26	STEROL-O-ACYLTRANSFERASE-RXN
GO:0034768	NA	RXN-5109
GO:0034785	NA	RXN-10446
GO:0034795	NA	RXN-8697
GO:0034912	NA	RXN5F9-56
GO:0034951	NA	RXN-8846
GO:0035005	EC:2.7.1.154	2.7.1.154-RXN
GO:0035251	NA	PHENOL-BETA-GLUCOSYLTRANSFERASE-RXN
GO:0035299	EC:2.7.1.158	RXN-7163
GO:0035440	NA	PWY-5935
GO:0035446	EC:6.3.1.13	RXN1G-4
GO:0035447	NA	MONOMER-9684
GO:0035527	EC:1.1.1.298	RXN-8974
GO:0035529	EC:3.6.1.9	RXN0-4401
GO:0035595	EC:3.5.1.103	RXN1G-2
GO:0035870	NA	RXN0-1602
GO:0035999	NA	PWY-2201
GO:0036001	NA	PYRIDOXSYN-PWY
GO:0036008	NA	SUCUTIL-PWY
GO:0036172	NA	PWY-6898
GO:0036188	EC:1.2.1.74	1.2.1.74-RXN
GO:0036189	EC:1.14.13.108	RXN-8507
GO:0036197	NA	PWY-6074
GO:0036204	EC:1.14.13.109	RXN-12799
GO:0036218	NA	RXN0-5107
GO:0036220	NA	RXN0-6382
GO:0036222	NA	RXN0-1603
GO:0036238	EC:1.13.11.57	GALLATE-DIOXYGENASE-RXN
GO:0036239	EC:1.14.13.147	RXN-12885
GO:0036242	NA	PWY3O-210
GO:0036348	EC:5.1.99.5	RXN-9781
GO:0036354	NA	RXN-8787
GO:0036355	EC:4.1.99.19	RXN-11319
GO:0036373	NA	RXN0-5298
GO:0036374	EC:3.4.19.13	RXN-12618
GO:0036380	EC:2.7.8.33	GLCNACPTRANS-RXN
GO:0036381	EC:4.3.3.6	RXN-11322
GO:0036382	EC:1.5.1.36	1.5.1.36-RXN
GO:0036383	EC:1.14.14.12	1.14.14.12-RXN
GO:0036397	EC:1.1.5.6	FORMATEDEHYDROG-RXN
GO:0036422	EC:2.5.1.30	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
GO:0036423	EC:2.5.1.83	TRANS-PENTAPRENYLTRANSFERASE-RXN
GO:0036424	NA	RXN0-5114
GO:0036426	NA	2.4.1.54-RXN
GO:0036428	NA	RXN-14063
GO:0036429	NA	COBINAMIDEKIN-RXN
GO:0036430	NA	RXN-11832
GO:0036431	NA	RXN-7913
GO:0036433	NA	UNDECAPRENOL-KINASE-RXN
GO:0042029	EC:3.4.24.72	3.4.24.72-RXN
GO:0042128	NA	PWY-381
GO:0042132	EC:3.1.3.11	F16BDEPHOS-RXN
GO:0042185	NA	PWY-142
GO:0042213	NA	M-CRESOL-DEGRADATION-PWY
GO:0042279	EC:1.7.2.2	1.7.2.2-RXN
GO:0042281	NA	RXN-5470
GO:0042282	EC:1.1.1.88	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
GO:0042283	NA	RXN-5471
GO:0042286	EC:5.4.3.8	GSAAMINOTRANS-RXN
GO:0042299	NA	RXN-111
GO:0042300	NA	RXN-7570
GO:0042315	EC:3.4.13.18	3.4.13.18-RXN
GO:0042351	NA	PWY-66
GO:0042352	NA	PWY-6
GO:0042356	EC:1.1.1.187	GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN
GO:0042372	NA	PWY-5027
GO:0042392	NA	RXN3DJ-25
GO:0042409	EC:2.1.1.104	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
GO:0042410	EC:6.2.1.14	6-CARBOXYHEXANOATE--COA-LIGASE-RXN
GO:0042425	NA	PWY-4762
GO:0042458	NA	NOPALINEDEG-PWY
GO:0042459	NA	OCTOPINEDEG-PWY
GO:0042561	NA	RXN-8434
GO:0042576	EC:3.4.11.21	3.4.11.21-RXN
GO:0042586	EC:3.5.1.88	3.5.1.88-RXN
GO:0042602	EC:1.5.1.41	NADPH-DEHYDROGENASE-FLAVIN-RXN
GO:0042736	EC:2.7.1.86	NADH-KINASE-RXN
GO:0042761	NA	PWY-5080
GO:0042781	NA	3.1.26.11-RXN
GO:0042823	NA	PWY0-845
GO:0042972	EC:3.2.1.73	3.2.1.73-RXN
GO:0042973	EC:3.2.1.39	3.2.1.39-RXN
GO:0043115	EC:1.3.1.76	DIMETHUROPORDEHYDROG-RXN
GO:0043135	NA	RXN-10969
GO:0043136	NA	GLYCEROL-1-PHOSPHATASE-RXN
GO:0043262	NA	APYRASE-RXN
GO:0043337	NA	RXN-8141
GO:0043365	EC:1.97.1.4	TDCEACT-RXN
GO:0043421	NA	2AMINOBENZDEG-PWY
GO:0043428	NA	RXN-9227
GO:0043431	NA	2.1.1.64-RXN
GO:0043640	NA	PWY-2503
GO:0043714	NA	RXN-7743
GO:0043715	NA	R82-RXN
GO:0043716	NA	R83-RXN
GO:0043717	NA	RXN-1083
GO:0043718	EC:1.1.1.291	1.1.1.291-RXN
GO:0043719	NA	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN
GO:0043720	NA	R125-RXN
GO:0043721	EC:4.2.1.120	RXN-8890
GO:0043722	EC:4.1.1.83	4.1.1.83-RXN
GO:0043723	NA	RXN-10058
GO:0043725	NA	DHDOGALDOL-RXN
GO:0043726	NA	RIBOPHOSPHAT-RXN
GO:0043732	EC:1.17.3.3	RXN-7585
GO:0043737	EC:3.1.21.7	3.1.21.7-RXN
